id,text,score,author,movie,split
926,Maravillosa. Guion impecable y actuaciones memorables. La vería mil veces.,4.9,Carlos,La La Land,train
259,Se queda a medias. La música intenta levantar la historia. Le falta alma.,2.6,Lucía,Roma,train
906,Excepcional. Una montaña rusa de emociones. Una joya absoluta.,4.7,FHG,Dune,train
265,Se queda a medias. Los efectos especiales apenas salvan algunos momentos. Algo rescata la fotografía.,2.6,Diego,Everything Everywhere All at Once,train
615,"Buen entretenimiento. El clímax emociona. Con pequeños fallos, pero funciona.",4.0,María,Spider‑Verse,train
992,Impresionante. Te atrapa desde el primer minuto. Salí conmovido.,4.9,FHG,Coco,test
296,No cumple lo prometido. El ritmo es irregular. Algo rescata la fotografía.,2.6,Lucía,Soul,train
660,Sólida de principio a fin. El guion mantiene el suspense. Seguro la veré otra vez.,4.3,Diego,Coco,train
676,Buen entretenimiento. La fotografía es preciosa. Recomendada.,4.2,Lucía,Mad Max: Fury Road,train
106,Dos horas perdidas. El guion no tiene sentido. Le pongo la peor nota posible.,1.2,FHG,1917,train
72,Simplemente nefasta. La fotografía parece amateur. Una completa decepción.,1.5,Carlos,Arrival,train
235,"Decepcionante pero con algún destello. La música intenta levantar la historia. No la odié, pero tampoco la disfrutaría de nuevo.",2.4,Diego,The Dark Knight,train
348,"Esperaba más. Los efectos especiales apenas salvan algunos momentos. Si no hay nada más, tal vez la pongas de fondo.",2.4,Ana,Dune,train
684,Me gustó bastante. El humor está bien medido. Salí contento del cine.,4.2,Carlos,Roma,train
403,Está bien para pasar el rato. Algunos chistes caen planos. Le doy un aprobado raspado.,3.1,Ana,Everything Everywhere All at Once,train
835,Cine del bueno. Guion impecable y actuaciones memorables. Se queda grabada en la memoria.,4.8,Carlos,La La Land,train
521,"Correcta pero olvidable. Nada sorprende pero nada ofende. Cumple, aunque no sorprende.",3.3,Diego,Roma,train
510,"Regular en casi todo. El ritmo mantiene la atención. Cumple, aunque no sorprende.",3.7,Diego,Coco,train
604,Recomendable. El clímax emociona. Buen trabajo del director.,4.2,Diego,Roma,train
50,Dos horas perdidas. El guion no tiene sentido. Se siente eterna y vacía.,1.3,Lucía,Interstellar,train
387,Esperaba más. Los personajes están poco desarrollados. Solo la salva la banda sonora.,2.8,Diego,The Dark Knight,test
303,"Floja en casi todo. Los efectos especiales apenas salvan algunos momentos. Si no hay nada más, tal vez la pongas de fondo.",2.6,FHG,1917,train
180,Dos horas perdidas. El sonido es confuso. Una completa decepción.,1.1,María,Roma,valid
202,"Floja en casi todo. La música intenta levantar la historia. Si no hay nada más, tal vez la pongas de fondo.",2.7,Diego,Soul,train
739,Sólida de principio a fin. La música te envuelve. Recomendada.,4.4,FHG,Arrival,train
645,Buen entretenimiento. Las actuaciones brillan. Recomendada.,4.3,María,Parasite,train
232,"Se queda a medias. La música intenta levantar la historia. No la odié, pero tampoco la disfrutaría de nuevo.",2.8,Carlos,The Dark Knight,train
451,Está bien para pasar el rato. La ambientación destaca sobre el guion. No destaca pero tampoco ofende.,3.6,Ana,Coco,train
909,Inolvidable. Fotografía y música sobresalientes. Una joya absoluta.,4.8,Diego,La La Land,train
796,Sólida de principio a fin. Las actuaciones brillan. Vale la entrada.,4.1,María,Dune,test
801,Obra maestra. Guion impecable y actuaciones memorables. La vería mil veces.,5.0,FHG,Spider‑Verse,train
819,Inolvidable. Profundamente conmovedora. Se queda grabada en la memoria.,4.8,Carlos,The Dark Knight,train
601,Grata sorpresa. El clímax emociona. Seguro la veré otra vez.,4.2,Carlos,The Dark Knight,train
298,"Floja en casi todo. La música intenta levantar la historia. Si no hay nada más, tal vez la pongas de fondo.",2.5,Diego,Coco,train
691,Grata sorpresa. La fotografía es preciosa. Recomendada.,4.4,FHG,La La Land,train
588,Está bien para pasar el rato. Nada sorprende pero nada ofende. Salí neutral.,3.8,FHG,The Dark Knight,test
126,Simplemente nefasta. Los diálogos dan vergüenza ajena. Ni gratis la volvería a ver.,1.4,Ana,Spider‑Verse,train
733,Recomendable. La música te envuelve. Vale la entrada.,4.3,Carlos,Coco,train
552,Correcta pero olvidable. Algunos chistes caen planos. Salí neutral.,3.0,Carlos,Roma,train
877,Obra maestra. Una montaña rusa de emociones. Salí conmovido.,4.8,Lucía,Arrival,train
21,Simplemente nefasta. La fotografía parece amateur. Le pongo la peor nota posible.,1.6,FHG,Dune,train
826,Inolvidable. Fotografía y música sobresalientes. Inolvidable.,4.6,Diego,Interstellar,train
749,Sólida de principio a fin. Las actuaciones brillan. Vale la entrada.,4.5,Lucía,Everything Everywhere All at Once,train
278,"Floja en casi todo. La música intenta levantar la historia. Si no hay nada más, tal vez la pongas de fondo.",2.7,Carlos,Interstellar,train
578,Aceptable. Nada sorprende pero nada ofende. Ideal para una tarde lluviosa.,3.4,Lucía,Joker,valid
257,Quedó debiendo muchísimo. El ritmo es irregular. Solo la salva la banda sonora.,2.2,Carlos,1917,train
399,No cumple lo prometido. El ritmo es irregular. Le falta alma.,2.3,Diego,Mad Max: Fury Road,test
985,Inolvidable. Cada plano es arte puro. Se queda grabada en la memoria.,5.0,María,Roma,test
212,No cumple lo prometido. El final es predecible. Solo la salva la banda sonora.,2.3,Carlos,Whiplash,train
651,"Muy disfrutable. El humor está bien medido. Con pequeños fallos, pero funciona.",4.1,Diego,Arrival,train
90,Pésima película. El sonido es confuso. Se siente eterna y vacía.,1.3,Ana,Spider‑Verse,train
405,Tiene luces y sombras. Algunos chistes caen planos. Ideal para una tarde lluviosa.,3.8,FHG,Arrival,train
192,No la recomiendo en absoluto. Los diálogos dan vergüenza ajena. Una completa decepción.,1.9,Diego,Dune,test
625,Grata sorpresa. La música te envuelve. Seguro la veré otra vez.,4.5,María,Arrival,train
667,Muy disfrutable. Las actuaciones brillan. Recomendada.,4.4,Ana,Joker,train
845,Excepcional. Guion impecable y actuaciones memorables. Una joya absoluta.,5.0,Diego,La La Land,train
475,"Está bien para pasar el rato. El ritmo mantiene la atención. Cumple, aunque no sorprende.",3.7,María,La La Land,train
950,Cine del bueno. Profundamente conmovedora. La vería mil veces.,4.8,Carlos,Arrival,train
729,Recomendable. La fotografía es preciosa. Salí contento del cine.,4.1,Lucía,Soul,train
28,Horrible experiencia. Los diálogos dan vergüenza ajena. Le pongo la peor nota posible.,1.5,Diego,La La Land,train
224,"Quedó debiendo muchísimo. El ritmo es irregular. Si no hay nada más, tal vez la pongas de fondo.",2.3,Lucía,Roma,train
217,Esperaba más. El final es predecible. Algo rescata la fotografía.,2.1,FHG,The Dark Knight,train
249,Floja en casi todo. El final es predecible. Solo la salva la banda sonora.,2.0,Ana,Roma,train
190,Insoportable de principio a fin. El montaje es caótico. Una completa decepción.,1.7,Diego,Whiplash,test
893,Obra maestra. Te atrapa desde el primer minuto. La mejor del año.,4.9,María,Interstellar,train
392,Se queda a medias. Los efectos especiales apenas salvan algunos momentos. Le falta alma.,2.3,Diego,Whiplash,test
71,Simplemente nefasta. La fotografía parece amateur. Una completa decepción.,1.3,Diego,Mad Max: Fury Road,train
873,Inolvidable. Te atrapa desde el primer minuto. La mejor del año.,4.9,María,1917,train
534,"Tiene luces y sombras. Nada sorprende pero nada ofende. Cumple, aunque no sorprende.",3.4,María,Joker,train
978,Obra maestra. Guion impecable y actuaciones memorables. La mejor del año.,4.9,Lucía,Arrival,valid
688,Muy disfrutable. El humor está bien medido. Buen trabajo del director.,4.4,María,Joker,train
707,Grata sorpresa. El guion mantiene el suspense. Vale la entrada.,4.0,María,Soul,train
220,"No cumple lo prometido. Los efectos especiales apenas salvan algunos momentos. Si no hay nada más, tal vez la pongas de fondo.",2.5,Carlos,The Dark Knight,train
234,Decepcionante pero con algún destello. La música intenta levantar la historia. Algo rescata la fotografía.,2.1,Diego,Whiplash,train
415,"Aceptable. Buenos efectos aunque la historia es cliché. Cumple, aunque no sorprende.",3.1,María,Dune,train
289,Quedó debiendo muchísimo. El ritmo es irregular. Solo la salva la banda sonora.,2.7,Lucía,Parasite,train
833,Obra maestra. Guion impecable y actuaciones memorables. Salí conmovido.,4.8,María,Coco,train
702,Recomendable. La fotografía es preciosa. Vale la entrada.,4.3,Diego,1917,train
367,Floja en casi todo. Los efectos especiales apenas salvan algunos momentos. Le falta alma.,2.3,Carlos,The Dark Knight,valid
515,Regular en casi todo. Buenos efectos aunque la historia es cliché. Seguramente la olvidaré pronto.,3.0,FHG,Everything Everywhere All at Once,train
948,Obra maestra. Te atrapa desde el primer minuto. Inolvidable.,4.9,FHG,Roma,train
620,Muy disfrutable. La fotografía es preciosa. Seguro la veré otra vez.,4.2,Diego,Roma,train
828,Obra maestra. Cada plano es arte puro. Salí conmovido.,5.0,Carlos,Joker,train
565,Tiene luces y sombras. El ritmo mantiene la atención. No destaca pero tampoco ofende.,3.4,Diego,Arrival,valid
638,Sólida de principio a fin. La fotografía es preciosa. Recomendada.,4.5,FHG,Roma,train
607,Sólida de principio a fin. El guion mantiene el suspense. Recomendada.,4.5,Ana,Whiplash,train
334,"Se queda a medias. El ritmo es irregular. Si no hay nada más, tal vez la pongas de fondo.",2.4,María,Dune,train
700,Grata sorpresa. La música te envuelve. Recomendada.,4.1,Carlos,1917,train
105,Dos horas perdidas. La fotografía parece amateur. Desperdicio absoluto de tiempo.,1.2,Ana,1917,train
129,Insoportable de principio a fin. El montaje es caótico. Salí del cine antes de que terminara.,1.2,Carlos,Dune,train
854,Impresionante. Guion impecable y actuaciones memorables. Una joya absoluta.,4.7,FHG,1917,train
564,Tiene luces y sombras. Nada sorprende pero nada ofende. No destaca pero tampoco ofende.,3.4,Ana,Whiplash,valid
979,Maravillosa. Cada plano es arte puro. Una joya absoluta.,4.9,María,Dune,valid
242,"Decepcionante pero con algún destello. Los efectos especiales apenas salvan algunos momentos. No la odié, pero tampoco la disfrutaría de nuevo.",2.6,Diego,Whiplash,train
673,"Buen entretenimiento. El clímax emociona. Con pequeños fallos, pero funciona.",4.1,Ana,Roma,train
7,Pésima película. El sonido es confuso. Se siente eterna y vacía.,1.4,FHG,The Dark Knight,train
656,Muy disfrutable. La fotografía es preciosa. Vale la entrada.,4.1,Lucía,Mad Max: Fury Road,train
404,"Tiene luces y sombras. Algunos chistes caen planos. Cumple, aunque no sorprende.",3.0,FHG,Mad Max: Fury Road,train
822,Maravillosa. Fotografía y música sobresalientes. Una joya absoluta.,4.7,María,Joker,train
550,Tiene luces y sombras. Algunos chistes caen planos. No destaca pero tampoco ofende.,3.6,María,La La Land,train
663,Grata sorpresa. El humor está bien medido. Vale la entrada.,4.3,Carlos,La La Land,train
664,Muy disfrutable. El guion mantiene el suspense. Buen trabajo del director.,4.1,Ana,The Dark Knight,train
62,No la recomiendo en absoluto. La fotografía parece amateur. Le pongo la peor nota posible.,1.8,Ana,The Dark Knight,train
527,Entretenida sin más. Buenos efectos aunque la historia es cliché. No destaca pero tampoco ofende.,3.9,Ana,Coco,train
446,Está bien para pasar el rato. La ambientación destaca sobre el guion. No destaca pero tampoco ofende.,3.6,Ana,Soul,train
63,Pésima película. Los diálogos dan vergüenza ajena. Ni gratis la volvería a ver.,1.1,María,Everything Everywhere All at Once,train
38,No la recomiendo en absoluto. Los diálogos dan vergüenza ajena. Una completa decepción.,1.7,FHG,1917,train
834,Cine del bueno. Fotografía y música sobresalientes. Inolvidable.,4.8,Diego,La La Land,train
626,Grata sorpresa. El humor está bien medido. Recomendada.,4.4,María,Coco,train
706,Me gustó bastante. El clímax emociona. Recomendada.,4.2,Diego,Interstellar,train
166,Dos horas perdidas. El sonido es confuso. Salí del cine antes de que terminara.,1.4,Carlos,1917,valid
619,Grata sorpresa. El clímax emociona. Recomendada.,4.1,FHG,The Dark Knight,train
728,Grata sorpresa. Las actuaciones brillan. Vale la entrada.,4.1,María,Parasite,train
889,Cine del bueno. Una montaña rusa de emociones. La mejor del año.,4.9,Diego,Coco,train
551,"Tiene luces y sombras. Nada sorprende pero nada ofende. Cumple, aunque no sorprende.",3.8,María,Parasite,train
780,Me gustó bastante. Las actuaciones brillan. Recomendada.,4.1,María,Soul,valid
401,Aceptable. El reparto funciona a medias. Seguramente la olvidaré pronto.,3.7,FHG,Soul,train
880,Obra maestra. Te atrapa desde el primer minuto. Inolvidable.,4.9,Diego,Soul,train
603,"Muy disfrutable. La fotografía es preciosa. Con pequeños fallos, pero funciona.",4.3,Ana,Spider‑Verse,train
13,Dos horas perdidas. El montaje es caótico. Salí del cine antes de que terminara.,1.2,María,Coco,train
927,Obra maestra. Una montaña rusa de emociones. Se queda grabada en la memoria.,5.0,Lucía,Joker,train
698,"Buen entretenimiento. El clímax emociona. Con pequeños fallos, pero funciona.",4.5,Carlos,Arrival,train
440,Está bien para pasar el rato. Algunos chistes caen planos. No destaca pero tampoco ofende.,3.4,Diego,Coco,train
287,Se queda a medias. El final es predecible. Algo rescata la fotografía.,2.0,María,Roma,train
145,Pésima película. Las actuaciones son de cartón. Desperdicio absoluto de tiempo.,1.5,María,Spider‑Verse,train
716,Buen entretenimiento. Las actuaciones brillan. Seguro la veré otra vez.,4.2,María,Interstellar,train
594,Aceptable. El ritmo mantiene la atención. Seguramente la olvidaré pronto.,3.1,Diego,Arrival,test
414,Aceptable. Algunos chistes caen planos. Ideal para una tarde lluviosa.,3.3,Lucía,La La Land,train
776,Me gustó bastante. La fotografía es preciosa. Vale la entrada.,4.2,Ana,Interstellar,valid
727,Buen entretenimiento. La fotografía es preciosa. Seguro la veré otra vez.,4.1,Lucía,Parasite,train
478,Aceptable. El reparto funciona a medias. Salí neutral.,3.8,Diego,Dune,train
704,"Me gustó bastante. El clímax emociona. Con pequeños fallos, pero funciona.",4.5,FHG,Parasite,train
795,Me gustó bastante. La fotografía es preciosa. Seguro la veré otra vez.,4.1,FHG,Everything Everywhere All at Once,test
26,Simplemente nefasta. Las actuaciones son de cartón. Le pongo la peor nota posible.,1.1,Diego,Soul,train
590,Entretenida sin más. Algunos chistes caen planos. Seguramente la olvidaré pronto.,3.2,Ana,La La Land,test
82,Horrible experiencia. El guion no tiene sentido. Una completa decepción.,1.2,Ana,Whiplash,train
362,Se queda a medias. El final es predecible. Una pena.,2.0,Ana,Joker,valid
134,Simplemente nefasta. Los diálogos dan vergüenza ajena. Le pongo la peor nota posible.,1.3,Diego,Everything Everywhere All at Once,train
2,Horrible experiencia. El sonido es confuso. Se siente eterna y vacía.,1.5,FHG,Coco,train
742,Recomendable. El humor está bien medido. Salí contento del cine.,4.3,Carlos,Joker,train
20,No la recomiendo en absoluto. El sonido es confuso. Una completa decepción.,1.0,Carlos,Joker,train
30,Horrible experiencia. El montaje es caótico. Una completa decepción.,1.7,Lucía,Whiplash,train
335,No cumple lo prometido. La música intenta levantar la historia. Solo la salva la banda sonora.,2.8,Ana,Roma,train
502,Está bien para pasar el rato. Nada sorprende pero nada ofende. Ideal para una tarde lluviosa.,3.4,Carlos,Joker,train
964,Excepcional. Te atrapa desde el primer minuto. La mejor del año.,4.9,Diego,La La Land,valid
584,Entretenida sin más. El reparto funciona a medias. Le doy un aprobado raspado.,3.1,Carlos,Joker,test
351,Esperaba más. El final es predecible. Le falta alma.,2.8,Carlos,The Dark Knight,train
84,Simplemente nefasta. El guion no tiene sentido. Una completa decepción.,1.6,Lucía,Coco,train
496,Entretenida sin más. Buenos efectos aunque la historia es cliché. Salí neutral.,3.1,María,La La Land,train
331,Se queda a medias. La música intenta levantar la historia. Una pena.,2.2,Diego,Mad Max: Fury Road,train
54,Horrible experiencia. El guion no tiene sentido. Le pongo la peor nota posible.,1.6,Ana,Arrival,train
1000,Inolvidable. Te atrapa desde el primer minuto. Una joya absoluta.,5.0,María,Everything Everywhere All at Once,test
174,Insoportable de principio a fin. Las actuaciones son de cartón. Una completa decepción.,1.9,Carlos,Joker,valid
437,Regular en casi todo. Nada sorprende pero nada ofende. Salí neutral.,3.7,Ana,1917,train
489,Está bien para pasar el rato. Nada sorprende pero nada ofende. Le doy un aprobado raspado.,3.8,Diego,Roma,train
571,Tiene luces y sombras. El ritmo mantiene la atención. No destaca pero tampoco ofende.,3.1,Diego,La La Land,valid
853,Inolvidable. Guion impecable y actuaciones memorables. La vería mil veces.,4.8,FHG,La La Land,train
916,Inolvidable. Una montaña rusa de emociones. La mejor del año.,4.6,FHG,1917,train
891,Impresionante. Guion impecable y actuaciones memorables. La mejor del año.,5.0,FHG,1917,train
467,"Está bien para pasar el rato. Buenos efectos aunque la historia es cliché. Cumple, aunque no sorprende.",3.6,FHG,Mad Max: Fury Road,train
941,Obra maestra. Profundamente conmovedora. La vería mil veces.,4.8,Lucía,Everything Everywhere All at Once,train
852,Excepcional. Profundamente conmovedora. Salí conmovido.,4.8,Ana,Soul,train
424,"Tiene luces y sombras. Buenos efectos aunque la historia es cliché. Cumple, aunque no sorprende.",3.3,Carlos,Everything Everywhere All at Once,train
981,Maravillosa. Te atrapa desde el primer minuto. Se queda grabada en la memoria.,4.9,María,Mad Max: Fury Road,test
150,Pésima película. Las actuaciones son de cartón. Ni gratis la volvería a ver.,1.1,María,La La Land,train
517,Tiene luces y sombras. El reparto funciona a medias. Le doy un aprobado raspado.,3.1,Carlos,Coco,train
219,Floja en casi todo. La trama se desinfla a mitad. Una pena.,2.9,María,Interstellar,train
962,Maravillosa. Cada plano es arte puro. La mejor del año.,4.6,Diego,Mad Max: Fury Road,valid
495,Aceptable. Algunos chistes caen planos. Salí neutral.,3.7,María,Whiplash,train
640,"Muy disfrutable. La música te envuelve. Con pequeños fallos, pero funciona.",4.4,Carlos,Roma,train
465,Entretenida sin más. Nada sorprende pero nada ofende. Ideal para una tarde lluviosa.,3.6,Diego,Whiplash,train
144,Dos horas perdidas. El guion no tiene sentido. Ni gratis la volvería a ver.,1.0,Carlos,Coco,train
127,Simplemente nefasta. Los diálogos dan vergüenza ajena. Le pongo la peor nota posible.,1.0,Lucía,Mad Max: Fury Road,train
153,Simplemente nefasta. El sonido es confuso. Desperdicio absoluto de tiempo.,1.4,FHG,Whiplash,train
239,Decepcionante pero con algún destello. La música intenta levantar la historia. Una pena.,2.5,María,Arrival,train
593,Tiene luces y sombras. Buenos efectos aunque la historia es cliché. Ideal para una tarde lluviosa.,3.9,FHG,Whiplash,test
630,Muy disfrutable. Las actuaciones brillan. Recomendada.,4.1,Diego,Soul,train
536,Entretenida sin más. Buenos efectos aunque la historia es cliché. Seguramente la olvidaré pronto.,3.3,Lucía,Parasite,train
881,Cine del bueno. Profundamente conmovedora. Se queda grabada en la memoria.,4.9,Diego,Roma,train
248,Quedó debiendo muchísimo. La música intenta levantar la historia. Algo rescata la fotografía.,2.8,Ana,Parasite,train
574,Entretenida sin más. Nada sorprende pero nada ofende. Ideal para una tarde lluviosa.,3.1,Diego,Parasite,valid
109,Insoportable de principio a fin. El sonido es confuso. Salí del cine antes de que terminara.,1.5,Diego,Spider‑Verse,train
384,Decepcionante pero con algún destello. La música intenta levantar la historia. Algo rescata la fotografía.,2.5,FHG,Roma,test
338,Quedó debiendo muchísimo. La música intenta levantar la historia. Solo la salva la banda sonora.,2.6,Ana,Spider‑Verse,train
976,Inolvidable. Guion impecable y actuaciones memorables. Una joya absoluta.,4.8,Diego,Joker,valid
605,Muy disfrutable. El guion mantiene el suspense. Buen trabajo del director.,4.1,FHG,Arrival,train
45,Horrible experiencia. La fotografía parece amateur. Le pongo la peor nota posible.,1.3,Lucía,Spider‑Verse,train
602,Muy disfrutable. La música te envuelve. Seguro la veré otra vez.,4.2,Carlos,La La Land,train
406,Entretenida sin más. Nada sorprende pero nada ofende. Le doy un aprobado raspado.,3.4,María,Interstellar,train
797,"Me gustó bastante. El humor está bien medido. Con pequeños fallos, pero funciona.",4.4,Diego,Interstellar,test
507,Entretenida sin más. Buenos efectos aunque la historia es cliché. No destaca pero tampoco ofende.,3.1,Diego,Coco,train
325,Floja en casi todo. La trama se desinfla a mitad. Algo rescata la fotografía.,2.8,María,Whiplash,train
890,Cine del bueno. Te atrapa desde el primer minuto. La vería mil veces.,4.8,Diego,Soul,train
169,No la recomiendo en absoluto. El guion no tiene sentido. Una completa decepción.,1.6,María,Joker,valid
138,No la recomiendo en absoluto. El montaje es caótico. Una completa decepción.,1.6,Diego,Whiplash,train
423,Entretenida sin más. El ritmo mantiene la atención. Le doy un aprobado raspado.,3.5,Lucía,Mad Max: Fury Road,train
221,"Se queda a medias. Los personajes están poco desarrollados. No la odié, pero tampoco la disfrutaría de nuevo.",2.7,Diego,Joker,train
680,Buen entretenimiento. El guion mantiene el suspense. Recomendada.,4.4,Ana,Joker,train
226,Floja en casi todo. El ritmo es irregular. Solo la salva la banda sonora.,2.6,FHG,Soul,train
455,Regular en casi todo. El ritmo mantiene la atención. Seguramente la olvidaré pronto.,3.9,María,Roma,train
520,Correcta pero olvidable. Buenos efectos aunque la historia es cliché. Ideal para una tarde lluviosa.,3.4,María,Everything Everywhere All at Once,train
848,Cine del bueno. Profundamente conmovedora. Se queda grabada en la memoria.,5.0,María,Arrival,train
628,Buen entretenimiento. El humor está bien medido. Recomendada.,4.0,FHG,Whiplash,train
580,Tiene luces y sombras. La ambientación destaca sobre el guion. Salí neutral.,3.5,FHG,The Dark Knight,valid
356,"Quedó debiendo muchísimo. La música intenta levantar la historia. Si no hay nada más, tal vez la pongas de fondo.",2.7,FHG,1917,train
773,Sólida de principio a fin. La fotografía es preciosa. Vale la entrada.,4.2,FHG,Coco,valid
137,Insoportable de principio a fin. El montaje es caótico. Una completa decepción.,1.3,Ana,Dune,train
747,Muy disfrutable. El clímax emociona. Salí contento del cine.,4.4,María,Parasite,train
856,Obra maestra. Guion impecable y actuaciones memorables. Se queda grabada en la memoria.,4.7,Ana,Everything Everywhere All at Once,train
901,Impresionante. Te atrapa desde el primer minuto. Salí conmovido.,4.8,María,The Dark Knight,train
913,Cine del bueno. Te atrapa desde el primer minuto. Inolvidable.,4.7,Ana,Joker,train
956,Maravillosa. Profundamente conmovedora. La vería mil veces.,5.0,Diego,Roma,train
817,Maravillosa. Te atrapa desde el primer minuto. La mejor del año.,4.7,Diego,1917,train
907,Excepcional. Profundamente conmovedora. Una joya absoluta.,4.9,Lucía,Dune,train
294,No cumple lo prometido. Los efectos especiales apenas salvan algunos momentos. Solo la salva la banda sonora.,2.1,Ana,Interstellar,train
945,Obra maestra. Fotografía y música sobresalientes. La vería mil veces.,4.6,Diego,Coco,train
911,Cine del bueno. Fotografía y música sobresalientes. La vería mil veces.,5.0,FHG,Arrival,train
732,Muy disfrutable. La fotografía es preciosa. Buen trabajo del director.,4.2,Carlos,La La Land,train
741,Muy disfrutable. La fotografía es preciosa. Seguro la veré otra vez.,4.4,María,Coco,train
11,Simplemente nefasta. Los diálogos dan vergüenza ajena. Le pongo la peor nota posible.,1.5,Carlos,Whiplash,train
963,Impresionante. Profundamente conmovedora. Se queda grabada en la memoria.,4.6,FHG,Coco,valid
541,Tiene luces y sombras. Nada sorprende pero nada ofende. No destaca pero tampoco ofende.,3.8,Diego,Spider‑Verse,train
252,"Floja en casi todo. La trama se desinfla a mitad. Si no hay nada más, tal vez la pongas de fondo.",2.1,Diego,Interstellar,train
208,Se queda a medias. La trama se desinfla a mitad. Una pena.,2.4,Diego,The Dark Knight,train
394,Quedó debiendo muchísimo. Los personajes están poco desarrollados. Solo la salva la banda sonora.,2.4,Ana,Dune,test
637,Grata sorpresa. Las actuaciones brillan. Vale la entrada.,4.1,Diego,Joker,train
70,Horrible experiencia. Las actuaciones son de cartón. Desperdicio absoluto de tiempo.,1.8,Lucía,Soul,train
674,Muy disfrutable. El clímax emociona. Buen trabajo del director.,4.1,Diego,Coco,train
195,Pésima película. El guion no tiene sentido. Le pongo la peor nota posible.,1.6,Carlos,La La Land,test
650,Recomendable. La fotografía es preciosa. Seguro la veré otra vez.,4.0,María,Joker,train
573,Aceptable. Algunos chistes caen planos. Le doy un aprobado raspado.,3.5,FHG,Soul,valid
830,Inolvidable. Te atrapa desde el primer minuto. Inolvidable.,4.7,Carlos,The Dark Knight,train
113,Dos horas perdidas. El guion no tiene sentido. Una completa decepción.,1.2,María,Dune,train
326,"Esperaba más. La trama se desinfla a mitad. No la odié, pero tampoco la disfrutaría de nuevo.",2.3,FHG,Arrival,train
613,Me gustó bastante. Las actuaciones brillan. Recomendada.,4.4,Diego,Roma,train
313,No cumple lo prometido. El ritmo es irregular. Le falta alma.,2.3,Lucía,The Dark Knight,train
433,Entretenida sin más. El reparto funciona a medias. Seguramente la olvidaré pronto.,3.5,Diego,Joker,train
503,Tiene luces y sombras. La ambientación destaca sobre el guion. Seguramente la olvidaré pronto.,3.1,FHG,La La Land,train
342,Floja en casi todo. La trama se desinfla a mitad. Una pena.,2.6,Ana,Roma,train
719,Sólida de principio a fin. El humor está bien medido. Salí contento del cine.,4.4,Diego,Roma,train
612,Muy disfrutable. El clímax emociona. Salí contento del cine.,4.5,FHG,Arrival,train
887,Obra maestra. Guion impecable y actuaciones memorables. Una joya absoluta.,4.7,Carlos,Soul,train
508,Regular en casi todo. El reparto funciona a medias. Ideal para una tarde lluviosa.,3.7,Ana,Arrival,train
623,Grata sorpresa. El clímax emociona. Seguro la veré otra vez.,4.4,FHG,Arrival,train
442,Correcta pero olvidable. Buenos efectos aunque la historia es cliché. Salí neutral.,3.8,María,La La Land,train
282,Se queda a medias. La trama se desinfla a mitad. Le falta alma.,2.4,Diego,Whiplash,train
408,Está bien para pasar el rato. El ritmo mantiene la atención. No destaca pero tampoco ofende.,3.6,FHG,Joker,train
188,Horrible experiencia. El guion no tiene sentido. Salí del cine antes de que terminara.,1.6,FHG,Arrival,test
443,Correcta pero olvidable. El reparto funciona a medias. Salí neutral.,3.3,Lucía,Parasite,train
635,Muy disfrutable. La música te envuelve. Vale la entrada.,4.2,María,La La Land,train
790,Recomendable. La fotografía es preciosa. Salí contento del cine.,4.5,Diego,Spider‑Verse,test
460,Correcta pero olvidable. El ritmo mantiene la atención. No destaca pero tampoco ofende.,3.6,María,La La Land,train
93,Horrible experiencia. El sonido es confuso. Desperdicio absoluto de tiempo.,1.2,Lucía,Coco,train
411,Está bien para pasar el rato. Buenos efectos aunque la historia es cliché. Seguramente la olvidaré pronto.,3.8,Diego,Everything Everywhere All at Once,train
652,Sólida de principio a fin. El clímax emociona. Buen trabajo del director.,4.0,Carlos,Coco,train
708,Recomendable. El humor está bien medido. Vale la entrada.,4.4,Diego,Whiplash,train
575,"Entretenida sin más. Algunos chistes caen planos. Cumple, aunque no sorprende.",3.2,Carlos,The Dark Knight,valid
982,Impresionante. Profundamente conmovedora. Se queda grabada en la memoria.,5.0,Carlos,Joker,test
504,Correcta pero olvidable. El reparto funciona a medias. Ideal para una tarde lluviosa.,3.1,Lucía,Dune,train
687,"Recomendable. El humor está bien medido. Con pequeños fallos, pero funciona.",4.0,Carlos,Everything Everywhere All at Once,train
476,Está bien para pasar el rato. Algunos chistes caen planos. Seguramente la olvidaré pronto.,3.2,María,La La Land,train
905,Cine del bueno. Fotografía y música sobresalientes. La mejor del año.,4.8,FHG,Joker,train
558,Entretenida sin más. El ritmo mantiene la atención. Salí neutral.,3.7,Lucía,1917,train
659,"Recomendable. La música te envuelve. Con pequeños fallos, pero funciona.",4.1,Diego,The Dark Knight,train
131,Simplemente nefasta. Las actuaciones son de cartón. Ni gratis la volvería a ver.,1.9,FHG,Everything Everywhere All at Once,train
912,Impresionante. Fotografía y música sobresalientes. Inolvidable.,5.0,María,Interstellar,train
563,Entretenida sin más. El ritmo mantiene la atención. Seguramente la olvidaré pronto.,3.2,FHG,Everything Everywhere All at Once,valid
610,Sólida de principio a fin. La fotografía es preciosa. Buen trabajo del director.,4.2,Diego,Mad Max: Fury Road,train
198,Horrible experiencia. Las actuaciones son de cartón. Salí del cine antes de que terminara.,1.9,Carlos,Arrival,test
216,Se queda a medias. El final es predecible. Le falta alma.,2.0,Ana,Parasite,train
